"Los alimentos tienen buen sabor sin ser sobresalientes, pero los tiempos de preparación demasiado largos y el servicio a la mesa pésimo literal hay que levanta...",2.0,Isabel Town Café,4.0
"Las porciones son generosas, el servicio excelente con una carta variada, la mejor opción para comer en la zona",5.0,La Grotta Restaurante,5.0
"La atención es muy buena, el hotel a pesar de no ser nuevo está muy bien conservado y limpio, todo funciono bien a excepción del declive de la regadera que per...",4.0,Pedregal Palace Hotel,3.0
"El hotel tiene una magnífica ubicación con una plaza comercial junto acceso a vías rápidas de comunicación, el servicio en recepción es cordial, y el personal e...",3.0,Holiday Inn Puebla La Noria,4.5
En general sus productos son buenos y aún que hay mejores siempre son más complicados de encontrar para los visitantes por eso es una excelente opción para prob...,4.0,Antigua Taqueria La Oriental,4.0
El lugar se ve bien igual que el concepto pero cuando llegas a la parte de la comida es un tanto insípida o poco sobresaliente sencillamente una decepción por l...,2.0,Red Burger,2.5
"Es como una de tantas iglesias en México con una bonita arquitectura pero poco que ver, aún que no te quitará mucho tiempo conocerla, en mi opinión es buena opc...",4.0,Basílica de Nuestra Señora de Ocotlán,4.5
"Es como una de tantas iglesias en México con una bonita arquitectura pero poco que ver, aún que no te quitará mucho tiempo conocerla, en mi opinión es buena opc...",4.0,Basílica de Nuestra Señora de Ocotlán,4.5
"En los hoteles de esta cadena siempre encuentras empleados parcos y poco dispuestos a colaborar, en ese no es el caso los empleados son súper atentos y dispuest...",4.0,One Ciudad de México Periférico Sur,4.0
"Las porciones son generosas, el sazón deja un poco de desear, el servicio es bueno en cuanto a tiempos y disposición aún que cuando está muy lleno ponen poca at...",3.0,Maxitablitas,4.0
desconocido,40.4,Helados Naturalmente Rico,40.4
Cumple con el estándar de su cadena habitaciones chicas limpias pero confortables y tiene los problemas de la cadena también llaves que se pasan de sensibles y ...,4.0,One Ciudad de Mexico Patriotismo,3.5
"Es buena opción si te queda cerca en general es bueno pero si te quedas varios días es un dolor de cabeza la reprogramada de las llaves 2 o 3 veces por día, aho...",4.0,One Guadalajara Periférico Norte,4.0
"Cumple con su lema de calidez servicio y atención, creo que es lo que sobresale del lugar es su personal que es en extremo amable, la comida es buena sin ser so...",4.0,Sandys,3.5
"La experiencia fue pésima, el pollo descompuesto sin más opción para comer tienes que elegir entre malo y pésimo y todavía la negativa a devolver lo que pagas, ...",1.0,Six Flags México,4.0
"Si la ubicación te acomoda, es buena opción está limpio el personal es Atento, no es muy costoso, en contra las zonas aledañas no son de muy buen ver para llega...",4.0,Best Western Gran Hotel Centro Historico,3.0
"La llegada fue buena, el personal muy Atento los platillos resultaron abundantes y con excelente sazón pero al ir a lavar las manos para poder disfrutarlos el b...",4.0,El Abajeño Minerva,4.0
"El mobiliario es cómodo la comida es rica sin ser sobresaliente, si te gusta la ensalada acompañada de carne y pasta es una buena opción, el único detalle es un...",4.0,La Trattoria,4.5
"La ubicación es muy buena, y tiene una vista de 360grados de la ciudad que es incomparable, pero el servicio en recepción pésimo por decirle bonito es malo el s...",3.0,Radisson Tapatio,3.0
"La comida en general fue buena, el servicio también excelente lo que creo que podría mejorar es tener una atención para el comensal por que la comida es relativ...",4.0,Karne Garibaldi,4.5
"Es bonita de día y de noche, varias veces al año como hoy 14 de febrero organizan eventos con juegos pirotécnicos y una pequeña feria, pero igual si no hay even...",4.0,Basílica de Nuestra Señora de Ocotlán,4.5
"Es bonita de día y de noche, varias veces al año como hoy 14 de febrero organizan eventos con juegos pirotécnicos y una pequeña feria, pero igual si no hay even...",4.0,Basílica de Nuestra Señora de Ocotlán,4.5
