"El restaurante está súper lindo!! El trato del personal muy amable. La comida es muy buena en general, pero no todos los platillos nos gustaron, en especial la ...",4.0,Restaurante Ha´,4.5
"Sólo probamos unas empanadas y pulpo a la parrilla, nos encantó!! Sin duda regresáremos y lo recomendáremos.",5.0,La Fisheria,4.0
"El restaurante es muy bonito y por lo mismo esperábamos excelente comida. Pedimos ceviche caribeño, tostada de atún, tacos de langosta y pulpo con tuétano. Todo...",3.0,Fred's House,4.5
"En general pasamos unas excelentes vacaciones en el hotel. El trato del personal muy amable, la comida muy rica (salvo el restaurante asiático que no nos conven...",4.0,"El Dorado Maroma, by Karisma",4.5
"El hotel es sencillo y tiene lo basico. No me gusto que no tuviera aire acondicionado, yo fui en julio y me toco muchisimo calor, ademas de que no podia dejar l...",3.0,Suites Paraiso,3.5
"Estuve una semana y de principio a fin fue una gran experiencia. Las instalaciones son buenas, la playa padrísima, pero sin duda la comida fue lo mejor. Hay muc...",5.0,Hyatt Ziva Puerto Vallarta,4.5
"Lo recomiendo ampliamente para parejas. El show es muy bueno, tipo cirque du soleil. La cena es de buena calidad y el ambiente súper romántico, todo esta ilumin...",4.0,Rhythms of the Night by Vallarta Adventures,4.5
El lugar es muy bonito. La playa escondida es algo único. En lo personal tuve una mala experiencia porque el día que fui había una cantidad excesiva de medusas....,3.0,Islas Marietas,4.5
"Hice extreme adventure, ritmos de la noche y flyboard!! Todos de muy buena calidad, pero sin duda el flyboard algo increíble!! Muchos consideran que es caro por...",4.0,Vallarta Adventures,4.5
Consulte varias opciones para nadar con delfines y esta me pareció la mejor. La atención y servicio de lo mejor. Tiene una gran ventaja frente a los demás y es ...,4.0,Dolphin Discovery Puerto Vallarta,4.0
"Tome los tours de ATVs y Buggies, ambos me gustaron mucho. La atención de los guías fue buena, amigables en todo momento. En especial mi reconocimiento para Dav...",4.0,Unique ATV Tours,4.5
