"Outdoor terrace with a good view, the food is very good, the presentation o the dishes, the service and ambiance is very good.",4.0,Ong Ca Can,4.5
"The area is great, lot of places to eat and drink, stores, and many more interesting places to see, the afternoon is the best time to go an enjoy the warm weath...",4.0,Rue St-Paul,4.5
"Es un hotel con los servicios basicos de un hotel de negocios, con buena ubicacion, habitaciones comodas, limpias y amplias, el servicio es eficiente, rapido y ...",4.0,City Express San Luis Potosí Zona Universitaria,4.0
"Lugar bonito con decoracion acorde al tema, la comida es deliciosa, ambiente agradable, la atencion del personal es amable, la orden se tomo bien y sin error, l...",4.0,El México de Frida,4.5
"El hotel esta remodelado, con una buena inversion que se nota en las habitaciones principalmente, son amplias, muy comodas, equipamiento nuevo, la limpieza y el...",4.0,HS HOTSSON Hotel Leon,4.5
"Una buena ubicacion en la plaza, el ambiente es agradable y cuenta con musica viva (un tecladista) la comida es muy buena, gran variedad de platillos con buenas...",4.0,Restaurante 1810,4.0
"La comida es muy variada con amplia opcion de platillos, el ambiente es muy agradable, tipo familiar y el servicio es amable, rapido y eficiente, desde las host...",5.0,Los Arcos Restaurant,5.0
"Vale la pena ir a este restaurant, toda la comida se ve y es deliciosa, las entradas, los platos fuertes, lasporciones son de buen tamaño y los precios adecuado...",5.0,Muelle 7 Restaurante,4.5
"Las combinaciones de carnes y variedad de tacos asi como de las salsas y las guarniciones es muy buena, tortillas hechas a mano, buena carne, el servicio es bue...",4.0,Los Molcajetes,4.5
"Las tostadas de ceviche son deliciosas, tambien comimos las burritas, el ambiente es agradable, limpio, el servicio es eficiente, rapido y amable, buen sabor de...",4.0,Mariscos La Tia,4.5
"Me gusto el concepto de restaurant, la comida es de buen sabor, las porciones en buen tamaño, el servicio es bueno, amable y rapido, los precios son aceptables.",4.0,Elephant & Castle Pub & Restaurant,4.0
"Stayed for bussiness, the price is all right, rooms are comfortable, amenities, wifi is with charge but works fine, location nearby a shopping mall, I was plea...",3.0,La Tour Belvedere,3.0
"Volé de Puerto Vallarta a Montreal via Ciudad de México, documenté una maleta hasta Montreal, al llegar a Montreal no aparecio mi maleta, busque un representant...",3.0,Aeromexico,3.5
"The flight was on time, as I did not documented luggage everything was faster, the service was good, very comfortable seats, inflight entertainment and everythi...",4.0,Air Canada,3.0
"Flight was on time, personnel very efficient, cordial, make you feel welcome, seats are comfortable, in flight entertainment good, the service provided by fligh...",4.0,American Airlines,3.0
"The location is great, hotel was under remodeling but everything was fine, the room very comfortable, properly furniched, internet acces, the breakfast is all r...",4.0,Courtyard by Marriott Toronto Downtown,4.0
"Ate here a couple of times and I could do it more, the service is fast, efficient and very friendly, the drinks and food were delivered on time and according to...",4.0,Reds,4.0
"The food was very good, the drinks and the service was excellent, the food was according to the order, delivered promptly, drinks great , ambience all right, ju...",4.0,Elephant & Castle,4.0
"Gratamente sorprendido por el lugar, que aunque es chico, el ambiente y atmósfera es muy agradable, la comida fue buena, se recibió en tiempo y buen grado de co...",5.0,Pan & Qué?,4.5
"La comida es muy buena, la presentación del platillo, porciones, sabor, todo de acuerdo a lo esperado, la atencion es eficiente, amabla y rapida, la ubicacion d...",4.0,Estudio Cafe,4.5
"Estuve para comida, realmente un exelente lugar, la comida muy buena, la preparacion, las porciones, el sabor, todo fue excelente, las bebidas muy bien, el luga...",5.0,Blanca Blue Restaurant & Lounge,4.5
"El lugar esta bien ubicado, fresco, el desayuno es muy bueno, los platillos estan bien presentados y el sabor es muy bueno, las bebidas que fueron jugos de frut...",4.0,100% Natural,4.0
"The location is great for what I needed, my reservation was made very easily, at the moment of check in everything was in order as requested, the place is clean...",5.0,Best Western Montreal Aéroport - Airport Hotel,3.0
"The location of the hotel is excellent, downtown close to so many attractions, the decor is very pretty, the rooms are very comfortable, amenities, wifi, restau...",5.0,InterContinental Toronto Centre,4.5
"I really loved this restaurant, everything was great, the place, the location, the food, the service, I enjoyed it so much, we ate a lot and so many things that...",5.0,Christina's on the Danforth,3.5
"Es un buen restaurante, el menú es amplio y variado, los cortes son de buen tamaño y la preparación es adecuada, el servicio es amable, rápido y eficiente, el p...",4.0,Rincon Gaucho,4.0
"Estuve 5 noches, en viaje de negocios y considero que es un buen hotel, empezando por la reservación que se hizo de manera rápida y fácil, fue exacta pues llegu...",4.0,Holiday Inn Toronto Downtown Centre,3.5
"I came on business and was really surprised by the hotel, it has a great location, is very well maintained, the staff is cheerful and helpful, the breakfast was...",4.0,Grand Hotel Tijuana,3.5
"What a great surprise it was this restaurant, since the moment we enter we perceived the smell of the food, it was awesome, me and my friends think that is one ...",5.0,Vittorio's,4.0
"La ubicacion y decoracion es buena, la comida es buena, el servicio es eficiente y amable, la orden se tomo correctamente y llego en buen tiempo y de manera pre...",3.0,Las Alitas,3.5
"La decoracion es de acuerdo al tipo de restaurante, el lugar es comodo, fresco, el servicio es eficiente y amable, la comida es muy buena, todo lo que probe me ...",4.0,Los Arcos,4.5
"La atencion y el servicio son excelentes, los platillos muy buenos, los cortes de carne excelentes en porcion, grado de coccion, presentacion, etc. el ambiente ...",5.0,Outback Steakhouse,4.0
"Me gustan las burritas de robalo y camaron, de robalo y marlin, lo que mas me gusta es el robalo, pero a veces se acaba, el sabor es muy bueno, la porcion adecu...",4.0,Tacon de Marlin,4.5
"Un atractivo por la forma que tiene, un diseño diferente, que al estar en el es muy grande, con áreas para caminar y disfrutar de una vista de 360° en el dia es...",4.0,Los Muertos Pier,4.5
"La comida es muy buena, los cortes son excelentes, llego de acuerdo a lo que solicitamos, grado de cocción correcto, presentación, sabor y porción de acuerdo a ...",4.0,Asador La Vaca Argentina,4.0
"Good location, the hotel a bit outdated but well maintained, the service is very good, my reservation was fine according to my request, check-in was very smooth...",5.0,"MS Milenium Monterrey, Curio Collection by Hilton",4.0
"La ubicacion es buena, en una area comercial, restaurantes, bares, tiendas, etc. mi reservacion en orden con los requerimientos solicitados, el proceso de regis...",4.0,Wyndham Garden Guadalajara Acueducto,3.0
"Hambuerguesa tradicional y cherry coke, muy buena local con buena decoracion, el servicio es rapido, eficiente y amable.",4.0,Johnny Rockets,3.5
"La ubicación es buena (aunque varios hoteles en esta area tambien estan bien ubicados) mi reservación tenia los requerimientos solicitados, el proceso de checki...",4.0,Hotel Imperial Reforma,3.5
"Me hospede en viaje de trabajo, el hotel esta bien ubicado, las instalaciones son buenas, habitacion comoda, limpia y con amenidades adecuadas, el servicio del ...",4.0,Hotel Real de Minas Poliforum,3.5
