Restaurante con una gran tradición en comida mexicana. Sus sucursales son acogedoras desde la decoración y trato del personal. La especialidad es el mole que a...,5.0,Fonda de Santa Clara,4.0
Mercado de artesanías enfocado en talavera y recuerdos de Puebla. Tiene varias opciones para comprar souvenirs y en general es un paseo agradable. Recomendable ...,4.0,Mercado el Parian,4.0
Una gran atracción sin lugar a dudas. En días despejados se pueden ver los volcanes así como el resto de la ciudad. Recomiendo el atardecer que es hermoso desd...,5.0,Estrella de Puebla,4.5
Muy buena opción cuando viajas con niños. El parque está en muy buen estado igual que los animales a los que se ve que cuidan bien. Las distintas instalaciones ...,5.0,Africam Safari,4.5
El hotel muy agradable en cuanto a instalaciones y el servicio muy amable del personal. Es ideal para ocuparlo en las noches para descansar y en el día salir a ...,5.0,JF Grand Hotel,4.0
El hotel es antigüo y no cuenta con grandes lujos sin embargo está limpio y cuenta con lo necesario pensando en que se use solamente para pasar la noche. Cuent...,5.0,The Congress Plaza Hotel & Convention Center,3.0
"Una excelente opción para disfrutar del paraíso que es Nuevo Vallarta. El hotel cuenta con todas las comodidades que se esperan en un hotel de esta categoría ""a...",5.0,Dreams Villamagna Nuevo Vallarta,4.5
Mi esposa y yo tomamos una terapia para embarazadas y sencillamente es algo increible e inolvidable. Tener contacto con un delfín a tan cerca es algo inexplicab...,5.0,Vallarta Adventures,4.5
"Is a ""must"" when visiting NY. Even when the Empire State is a symbol of the city this observatory has something special because of the location (WTC). The atmo...",5.0,One World Observatory,4.5
"Me hospede aqui durante el puente del 5 de Febrero y me encanto el hotel. Las habitaciones super comodas y espaciosas (cuentan con una salita con microondas, re...",5.0,Hotel Suites Mexico Plaza,3.5
La comida no tiene nada de espectacular por el precio que se paga. Los meseros parece que te hacen el favor al atenderte y ademas de eso cuando pides alguna beb...,1.0,La Bohemia,4.0
The experience of being in one of the iconic attractions in NYC is wordless. The view of Manhattan at night is wonderful and give you another perspective about ...,5.0,Empire State Building,4.5
To understand the world as it is now you should go to this Memorial and Museum. Everyone knows about the tragic of 9/11 but only after being there you can reall...,5.0,Memorial del 11S,4.5
"We went for SOHO/Little Italy/Chinatown tour with Justina and was just amazing. The content of the tour is very good, going to the most important places in eac...",5.0,ExperienceFirst,5.0
This tour is very good to have a general idea about Wall Street and surounding area. The guide has a good knowledge since he worked for NYSE This tour is includ...,4.0,Wall Street Walks,4.5
"Un hotel con un estilo muy peculiar en una antigua hacienda la cual mantiene su estilo. Tiene amplios jardines, alberca climatizada y hasta una tirolesa. Una ex...",5.0,Mision San Gil,4.0
La plaza tiene ese encanto de Pueblo Magico donde tienes muchas opciones alrededor pero conserva ese ambiente pueblerino donde puedes caminar y disfrutar de cad...,5.0,Plaza Miguel Hidalgo,4.5
Es una buena opcion sobre todo si viajas en grupo ya que las suites son espaciosas y tienen cocineta (las mas grandes) o microondas las habitaciones dobles. Cue...,4.0,Emporio Cancún,4.5
El concepto es muy bueno (cena a bordo con show). La cena es de buena calidad y buen sazon. El viaje es muy ameno ya que todo el tiempo hacen dinamicas tanto pa...,4.0,Capitan Hook Cancún,4.5
La plaza es diferente por el concepto al aire libre que maneja sin embargo no tiene gran chiste. Lo diferente que tiene es el acuario (carisimo) y los restauran...,4.0,La Isla Shopping Village,4.5
