"Buenas tardes Estuve en ésta semana en este hotel y a mi arribo al hotel, fue tarde por problemas en la logística de la transportación como a las 11:30p.m. y ...",2.0,Courtyard by Marriott Queretaro,3.5
Buen día A mi visita de este hotel me sorprendí que el hotel cuenta con la habitación dispersan en todo el terreno y esto hace que pases y salgas de una zona ...,2.0,Camino Real Guadalajara,3.5
"Hola buen día En el viaje que tuve en el mes de julio tuve la oportunidad de conocer este hotel, sin embargó, fue una experiencia diferente a lo que habíamos p...",2.0,Canadian Resort Nuevo Vallarta,3.5
"Buen día En el mes de julio estuve en este hotel y la verdad me encantó, había actividades para mis hijas todo el día a de más de contar con una alberca temáti...",5.0,Crown Paradise Club Puerto Vallarta,4.0
"Hola en este hotel, se me hizo muy lujoso con muy bonita decoración y con una vista a la plaza principal, el personal muy atento y muy bien ubicado, pues pude v...",5.0,Ramada Plaza Leon,3.5
"La iglesia es muy bonita pero algo muy peculiar en ése lugar, es que existen muchas motocicletas, Que contratas como guías de turistas y que primero te llevan a...",5.0,Basílica de San Juan de los Lagos,4.5
"En está playa el mar es tranquilo por las olas son de un tamaño pequeñas por ser como una bahía, sin embargo en esta ocasión nos tocó con mucha alga y esta se t...",4.0,Rincón de Guayabitos,4.5
"Estas islas son las que están de moda por su famosa playa escondida o llamada playa del amor, sin embargo me platicaron que fueron cerradas recientemente por fa...",5.0,Islas Marietas,4.5
"Buen día Este domingo tuvimos la oportunidad de ir al museo Marco, que se encuentra en el centro de la ciudad de Monterrey, estuvo muy bien, ya habíamos intent...",5.0,Museo de Arte Contemporáneo (MARCO),4.5
"Las instalaciones ya les quedó muy chico esta bonito el lugar nada fuera de los normal y el sabor muy rico, pero cuando llegue estaban 2 personas por delante y...",3.0,FINO'S mariscos,4.0
"Hola definitivamente que es mi hotel favorito, lujoso, moderno, cómodo, una vista impresionante, el mejor bufete en el desayuno, la ubicación muy céntrica, el p...",5.0,Hotel Riu Plaza Guadalajara,4.5
"Tenía 13 años de no visitar el hotel y la verdad me sorprendió, la habitación que me dieron seguía igual a la última vez que la visite, vi que tenia una parte n...",3.0,Malibu Hotel,4.0
"En verdad me sorprendió todo el lugar tiene una magia desde que llegas, el ambiente muy bueno los platillos deliciosos el servicio medio ostigoso, la decoración...",5.0,anita li,4.5
"En verdad me sorprendió todo el lugar tiene una magia desde que llegas, el ambiente muy bueno los platillos deliciosos el servicio medio ostigoso, la decoración...",5.0,I Latina,4.5
"Lo mejor en cabrito, delicioso sabor término exacto, el servicio excelente también tienen cortes y el corte dé aguja o la parrilla al centro para compartir con...",5.0,El Gran Pastor,4.5
Si quieres conocer los platos típicos dé la gran ciudad dé México debes dé ir ahí. ..ya que los platillos son como el pozole en diferentes colores y las quesadi...,4.0,La Casa de Tono,4.5
"Un lugar muy agradable, el personal muy servicial, una carne riquísima y muy buenos cortes y vaya que por ser de Mty tenemos muy exijente el paladar.",5.0,La Estancia Argentina. Querétaro.,4.0
"Lugar muy bonito y muy nueva la remodelacion, la plaza que abrieron nueva esta muy serca del hotel, solo que le elevador del hotel en esta ocacion apesar que so...",4.0,Fiesta Inn Tlalnepantla,4.0
"La verdad es que me quedo a deber ya que me lo habían platicado mucho y el arros frito que pedí no fue lo que esperaba estaba bueno pero he probado mejores, el...",3.0,Fisher's Toluca,4.0
"La comida rica y el lugar facinante, lastima que no regresaria nunca, se tardaron mucho en servirnos y mis hijas y esposa se desesperaron mucho después de más d...",3.0,La Leyenda,4.0
