"El paseo para los flamingos lo cobran muy caro en $1,200 hasta para 6 pers. asegurense de ir en epoca de flamingos sino solo gastaran du dinero en di es lo unic...",3.0,Celestun Wildlife Refuge,4.5
"Un lugar vistoso les recomiendo las mesas del jardín, con un buen servicio y comida deliciosa con el sazón típico para probar los platillos tradicionales y otra...",5.0,Restaurante El Atrio del Mayab,4.5
"El lugar es como entrar en un jardín, tienen variedad de platillos y también los típicos del lugar queda rumbo al ex convento donde hay un espectáculo de luces ...",4.0,El Jardín de los Frailes,4.0
"Una opción para comer o desayunar después de caminar en la zona arqueológica solo si ya tienen mucha hambre, la comida es buena y muy variada pero es caro y no ...",4.0,Oxtun,4.0
"Creo que es un must conocer esta maravilla del mundo, es impresionante y muy bien preservada, el lugar es limpio me gustaría menos comercio ambulante ya que est...",5.0,Zona Arqueológica de Chichén Itzá,4.5
"Un lugar lleno de estelas, increíble de recorrer y apreciar, les recomiendo llevar mucha agua ya que no hay comercio en la zona, de la carretera la entrada son ...",5.0,Calakmul Archaeological Zone,5.0
"El lugar es hermoso hay muchas opciones de hospedaje, los restaurantes cierran a las 10 por lo que una cena muy noche no es opción, no hay ida nocturna por lo q...",4.0,Laguna de Bacalar,5.0
"Lugar con buen ambiente, excelente comida y servicio, puedes probar desde la comida típica hasta otros platillos mas variados, los platillos están súper bien se...",5.0,Eladio's Bar Centro,4.0
"Aquí únicamente encontrarán comida típica, el lugar esta decorado muy yucateco, la comida es rica, un poco grasosa para mi gusto y como que les falta servir mas...",4.0,La Chaya Maya,4.5
"El hotel tiene un excelente precio y es de primer nivel su servicio y habitaciones, el desayuno incluido es delicioso y no le falta nada, puedes ir caminando a ...",5.0,Hotel Uxmal Resort Maya,4.0
"un lugar increíble de recorrer, esta muy bien cuidado y puedes apreciar los detalles de las ruinas a la perfección, tiene un show de luces en la noche, no acudí...",5.0,Campo Cuadrangular de las Monjas,5.0
"El lugar es increíble, las vistas son impresionantes y con mucha historia, les recomiendo leer de la historia o contratar guía para poder apreciarla más, lleven...",5.0,Zona Arqueológica de Tulum,4.5
"es una playa pequeña y para llegar el camino es estrecho sin muchos lugares de estacionamiento, hay que pasar por las tumbas ya que esta cerca del panteón y cre...",4.0,Playa los Muertos,4.5
"Buen menú para desayunos pero con precio muy alto para las porciones y la calidad, el jugo verde es rico pero súper caro, esta dentro de una plaza comercial por...",3.0,MoonStar Cafe,4.5
"El café es muy rico y cuentan con refil, los pancakes están muy bien servidos vienen 4 por platillo por lo que inclusive pueden compartir y así ahorrar, hay una...",4.0,Mr. Cream Pancakes and Waffles,4.5
"Un cafecito muy bien decorado y con variedad de chocolates y cafés, tienen amplio horario y varias sucursales dentro de San Cristobal, puedes llevarte chocolate...",5.0,Cacao Nativa,4.5
"Los platillos son los típicos de la región, la preparación es casera y el sabor es muy bueno al igual que la decoración del lugar, les recomiendo mucho el mole ...",4.0,EL FOGÓN DE JOVEL,4.0
"Un lugar muy fancy en San Cristobál, con música en vivo y buena decoración, pero nada regional es simplemente una franquicia, no hay platillos típicos pero esta...",3.0,Café Bar 500 Noches San Cristóbal,4.0
"Un lugar muy bien conservado, hay muchos vendedores ambulantes dentro del parque pero las ruinas son impresionantes conservadas con la selva que los rodea, muy ...",5.0,Parque Nacional Palenque,5.0
"Delicioso pan artesanal hecho en el momento, delicioso para el frío con un café o un chocolate del mismo lugar, los panes son algo costosos para su tamaño pero ...",4.0,El Galletero Magico,5.0
