"Llegamos cerca de las tres y afortunadamente aún había unas pocas mesas disponibles, pero se llenó en menos de 20 minutos. Pedímos dos cervezas Victoria y yo, a...",4.0,Los Otates,4.0
"El lugar en Midtown está muy bien montado y agradable. Las entradas de Alcachofa y la ensalada César son bastante buenas, sobre todo el aderezo de la ensalada. ...",4.0,Vicente Asador de Brasa,4.0
Lugar un poco rústico pero muy limpio y bien ubicado en Ladrón de Guevara. Personalmente prefiero las Flautas de requesón y la Tostada de manitas de cerdo deshu...,5.0,La Santa Cruz,4.0
El sitio es muy agradable y el servicio excelente. La Tártara de res es la mejor que conozco actualmente en Guadalajara. El Carajillo batido es notable. Totalme...,5.0,Il Duomo,4.5
"Asistí esta semana con mi familia y nos gustó bastante. Probamos varios platos, de los que más nos gustaron fueron las tostadas, los camarones y el pulpo. El se...",4.0,Sal de Mar,4.0
"El sitio es una pequeña cochera pero el concepto se basa en el café, del que tienen varias variedades, como el ""geisha"" de ricos aromas y sabor. Han ampliado e...",5.0,El Terrible Juan Café,5.0
"Hasta donde conozco, es el mejor lugar para paladear la cocina oriental del Pho y, además, es muy cercano a casa",4.0,Pho Chef,4.0
"En Guadalajara hay un sitio para desayunar sabroso y cercano a mi domicilio, que es el local que tienen en Rubén Darío, lástima que no tienen espacios de estaci...",4.0,Cafe Providencia,3.5
"Después de muchos años de frecuentarlo puedo afirmar que es lo mismo, lástima que en general, no evolucionan, aún en el nuevo edificio.",3.0,El Italiano,4.5
desconocido,5.0,Dax Cuisine Française,5.0
desconocido,5.0,Dax Cuisine Française,5.0
"No es mi primera visita pero hoy la disfruté bastante. Llegué temprano para comer y no había más comensales. El lugar es tranquilo, a pesar de estar sobre una a...",5.0,Dax Cuisine Française,5.0
"No es mi primera visita pero hoy la disfruté bastante. Llegué temprano para comer y no había más comensales. El lugar es tranquilo, a pesar de estar sobre una a...",5.0,Dax Cuisine Française,5.0
Mi esposa y yo conocemos y visitamos con frecuencia este pequeño restaurante desde hace más de cuatro años. Quiero ahora referirme a las grandes mejoras que hem...,4.0,Rugantino Pizza e Vino,4.5
"Anoche decidimos probar uno de los platos que ofrecen como sopas, el Mandú Geongol, que resultó ser muy atractivo a la vista, abundante y delicioso!!!!! Consist...",4.0,Restaurante SSAM,4.5
"Desayunar tacos de cabeza en Hermosillo es una religión, pero hacerlo en alguno de los locales de El Cino es el CIELO. Dos tortillas de maíz con una generosa cu...",5.0,Taquería El Chino,5.0
Mi esposa y yo fuimos a cenar en nuestra última noche en Hermosillo porque no quería yo dejar de conocer ese lugar que que habían recomendado mucho. No teníamos...,4.0,Netto Cocina Sonorense,5.0
"Local espacioso y bien ubicado, no se caracteriza por su decoración, más bien por la comida y atención rápida. Ordené el Pulpo a la parrilla y fue excelente; el...",4.0,Los Arbolitos de Cajeme,4.5
"Me lo recomendaron por la cercanía a mi alojamiento y por esa causa fuimos. En el menú encontré la primera causa de mi descontento: ofrecen fileye de Totoaba, p...",1.0,Ballesta,3.5
"Es la primera vez que pruebo una artesanal hecha en Hermosillo y me encantó la SaharIPA. Cerveza clara con 58 grados de amargor, que recomiendo mucho",5.0,Buqui Bichi Brewing - Kino,5.0
"Hace buen tiempo que no iba pero ayer fui con dos amigos y la experiencia fue excepcionalmente buena. Comenzamos con los Ostiones a las brasas, de muy buen tama...",5.0,Restaurante Save,4.5
"A pesar de que llegué tarde (5 pm) para la hora normal de comida y el lugar estaba casi vacío, el servicio fue muuy lento. Sin embargo, la Hamburguesa estilo Te...",2.0,Applebee’s,3.0
