Fui a la sucursal de Aeropuerto y la verdad esta muy rico. Fui en domingo y ni había tantas personas. Esta en una plaza con suficientes cajones de estacionamien...,5.0,Won Korean Bbq & Grill,3.5
"Seré honesta con las personas que lean la crítica. Es un hotel austero, que tiene a gente muy amable atendiéndolo. Sinceramente es para personas que no buscan m...",3.0,Qualton Club Ixtapa,3.5
"Las instalaciones estan cada vez peor, no es ni la víspera de lo que fue en sus buenos tiempos... Es triste ver como va bajando ya que era un buen concepto, le ...",2.0,Parque Plaza Sésamo,3.0
desconocido,40.4,Ixtapa/Zihuatanejo,40.4
"La verdad están muy ricas las alitas, la ensalada y la hamburguesa de pollo. Los clamatos son riquísimos, lo unico que no me agrada es que ni tengan mucha varie...",4.0,Vancouver Wings Sendero,3.0
"Sere clara, mi experiencia fue en la sucursal de Citadel en Nuevo Leon. Mi esposo y yo acudimos al restaurante para conocerlo, de entrada muy bonito el lugar (y...",3.0,Wings Daddy's,3.5
"Al principio cuando abrio, la calidad de la carne, las salsas, el servicio, todo en general era muy bueno. Ahora los sillones estan rotos, las tortillas te las ...",3.0,Noreste grill,4.0
"Hago la aclaración, al Muncher que fui el de Plaxa Fiesta Anáhuac. La primera vez que fuimos mi esposo y yo nos encanto, el concepto es bueno, la comida excelen...",4.0,Muncher House,4.0
"La Macroplaza ya esta muy descuidada, ya los vendedores hasta ponen sus mesas y sillas para ponerse a vender comida ahi. No estoy en contra de una fuente de tra...",2.0,Gran Plaza o Macroplaza,4.0
"Para empezar el concepto es muy bueno, la comida es muy rica y la atención de cada local es excelente. Lo malo es que algunos de los locales no tiene terminal, ...",4.0,Mercado La Fe,3.0
"Los tacos mas ricos que puedes comer en San Nicolás, son caro si pero valen cada peso. La molleja y el trompo estan de lujo. ¿Lo recomiendo? CLARO!!!! ¿Volver...",5.0,Tacos Popo s,4.0
"No se por donde empezar..... En primer lugar se tardaron muchísimo en atendernos y eso que no habia gente, ya cuando nos atendieron se tardaron mas tiempo en tr...",1.0,Vips aereopuerto,3.0
"De lo mas ricas, la ensalada es deliciosa y las empanadas ni se diga, cada que se tiene oportunidad compramos ahí. El servicio es excelente y la calidad de todo...",5.0,Todo Empanadas,3.5
"La reseña que dare es de la sucursal de Universidad en San Nicolás. La atención por principio es de lo mejor, las meseras son de lo mas lindas. Siempre que vamo...",5.0,Martins,3.5
Es la segunda vez que llegamos al hotel (La primera por nuestra boda) y ahora para celebrar nuestro primer aniversario y que mejor que celebrarlo en donde empez...,5.0,Plaza Pelicanos Grand Beach Resort,4.0
Es la segunda vez que llegamos al hotel (La primera por nuestra boda) y ahora para celebrar nuestro primer aniversario y que mejor que celebrarlo en donde empez...,5.0,Plaza Pelicanos Grand Beach Resort,4.0
"Es un excelente tour, no se andan con rodeos y te dicen la verdad. Son muy honestos, te dan un servicio de primera pagando un precio super accesible. Nosotros c...",5.0,Crucero Bahía Alegre,3.5
"Es muy buen hotel, muy céntrico, limpio y el personal muy amable. Lo unico que si no me agrado es que no manejan brazalete y mi hermana que ya es mayor de edad ...",4.0,Dreams Sands Cancun Resort & Spa,4.5
"Un excelente hotel, con excelente instalaciones, todas las comidas deliciosas, la amabilidad de las personas que trabajan ahi fue de lo mejor. Nitza Lopez siemp...",5.0,Plaza Pelicanos Grand Beach Resort,4.0
"Un excelente hotel, con excelente instalaciones, todas las comidas deliciosas, la amabilidad de las personas que trabajan ahi fue de lo mejor. Nitza Lopez siemp...",5.0,Plaza Pelicanos Grand Beach Resort,4.0
"Un excelente lugar, una excelente comida y unas excelentes personas. En lo personal a mi me atendieron de maravilla, todos fueron muy amables y la comida delici...",5.0,Fanny's,2.5
Hablaré solamente de los taxis acuáticos. Cuando me puse a investigar sobre Yelapa decía que comprar pases para solo ida de taxi acuáticos y se hacía incapie q...,5.0,Playa los Muertos,4.5
