"El restaurant estaba vacío fuimos los primeros en llegar y no nos salen a recibir, nos sentamos y tuvimos q esperar a que nos trajeran la carta, ahora lo que pe...",4.0,Santo Nahual,4.0
Muy bueno el desayuno tiene una carta bastante amplia para escoger y los sabores y los precios muy buenos,4.0,Maya Pakal,4.5
"Es un restaurant recomendable con una bonita terraza y lo que pedimos en general estaba muy rico, sobre todo el entremés del rincón muy sabroso pero en general ...",4.0,Rincón Mexicano,4.0
"El restaurant a decaído en el sabor de la comida los Kipes en todas sus formas están faltos de sabor, el arroz con pollo pasa lo mismo la presentación del pollo...",2.0,Adonis,4.0
Deliciosa comida tabasqueña tanto para desayunar como para comer todos los platos típicos de la región con un muy buen sabor les dejo parte de la carta,5.0,El Puchero Restaurante,4.0
"El rey del ceviche blanco, aquí se come un ceviche q no se hace en ningún lugar de Tabasco el ceviche de róbalo blanco es lo mejor del lugar sin menospreciar to...",5.0,ModeLuis,5.0
"Es un buen hotel, es uno de los más viejos de San Diego una perfecta localización está muy bien cuidado solo hay un Ups, estuvimos en dos habitaciones y en las ...",4.0,Horton Grand Hotel,4.0
Sabroso desayuno con porciones abundantes en el Gaslamp adentro en muy chico pero también cuenta con mesas en el exterior,4.0,Cafe 222,4.5
Teníamos reservada dos habitaciones y cuando llegamos había un problema en una de las recámaras y nos dieron un upgrade a la suite presidencial con un muy buen ...,4.0,Araiza Mexicali,4.0
Excelente comida China con muy buen sabor y las porciones muy bastas fuimos tres personas y nos quedo comida como para que comieran 2 adultos más sin ningún pro...,5.0,China House Restaurant,4.5
"Es un amplio restaurant de pescados y mariscos cualquier cosa que pidas de su menú es muy rico, el pescado Sarandeado de lo mejor y el callo de hacha ni se diga...",4.0,Los Arcos,4.5
El lugar es excelente para los que nos gustan los deportes simula un estadio de béisbol desde afuera y adentro no se diga tiene todas las pantallas para ver el ...,4.0,BallPark,3.5
Este estadio es de lo mejor que existe en Mexico es muy amplio para 16 mil aficionados cómodamente sentados está en la periferia de la ciudad pero existen muy b...,5.0,Estadio Sonora,5.0
la habitacion del hotel esta bien pero su wc dentro del baño es muy incomodo lo metieron a fuerza y para personas altas y robustas namas no entran bien es algo ...,3.0,Araiza Hermosillo,3.5
"el hotel tiene una excelente ubicacion a solo 2 minutos caminando de la terminal B, es ideal para los vuelos muy tempranos, sus habitaciones son muy buenas nos ...",4.0,Hilton Garden Inn Monterrey Airport,4.5
Nos recomendaron este restaurant y no fallo la verdad la atención y la comida es excelente y puedes comer adentro del restaurant o en su terraza viendo al malec...,5.0,Tablazo,4.5
"Nos recomendaron este restaurant Cuando llegamos a la habana y no le Fallaron, se Encuentra ubicado en un tercer Piso donde los primeros dos pisos del edificio ...",4.0,La Guarida,4.5
Paseando por la habana vieja para ser exactos en la Plaza Vieja en una esquina por la Cervecera está este Restaurant con muy buenos platillos cubanos una excele...,4.0,La Vitrola,4.0
"Es un buen hotel para ir de negocios cerca del aeropuerto sobre todo si tienes q salir muy temprano, esta limpio el baño de buen tamaño, el hotel aparte de ofre...",4.0,City Express Monterrey Aeropuerto,3.5
"El hotel está muy cerca del centro y muy cerca del malecón de Campeche en buena ubicación, las habitaciones con cama king Size son más amplias q las normales de...",4.0,City Express Campeche,3.5
