Reserve para una cena con suficiente antelación. Al llegar la mesa que nos dieron era la última y con la peor ubicación. Finalmente accedieron a darnos una mejo...,1.0,Vista Guayabitos,4.0
"Excelente servicio, muy buena atención, la comida deliciosa, y una vista increíble. Sin duda el mejor de Rincón de Guayabitos",5.0,Restaurante Pineda,4.5
"Las habitaciones estaban muy sucias, la regadera llena de arena de los anteriores huéspedes las almohadas sin funda y el aire acondicionado funcionando a medias...",1.0,Hotel Villa Flores,3.0
"Ubicado en una zona populosa, El Navegante ofrece una muy variada carta en la que los platillos típicos nayaritas son protagonistas, cada uno de ellos una delic...",5.0,RESTAURANTE EL NAVEGANTE,5.0
"De muy fácil acceso, el centro de Tepic cuenta con una bella Catedral, así como su plaza principal con kiosco. Parques como La Alameda, La Loma son un buen luga...",4.0,Centro Historico de Tepic,3.5
"Una deliciosa opción para el desayuno, cuenta con un buffet vegetariano que satisface incluso a los omnívoros. Abundante y de buena calidad",5.0,Restaurant Quetzalcoatl,4.5
Un excelente lugar para caminar por la mañana o llevar a los niñas a jugar en las tardes. Muy céntrico y de fácil acceso.,4.0,Parque La Loma,4.5
"Con una vista hermosa, este restaurante sirve un delicioso chicharrón de pescado, ceviche de camarón y la especialidad, una capirotada que parece budín delicios...",4.0,Restaurante Catalina,4.0
"El desayuno muy malo, pocas opciones en el buffet, el servicio prácticamente nulo y los baños sucios y sin agua.",2.0,Las Brisas Hotel - Restaurant - Bar,4.5
"El desayuno muy malo, pocas opciones en el buffet, el servicio prácticamente nulo y los baños sucios y sin agua.",2.0,Las Brisas Hotel - Restaurant - Bar,4.0
"Espléndido lugar, con una decoración ecléctica, muy agradable para un desayuno o cena. La comida regular, aceptable. El servicio lento, pero la atmósfera hace l...",3.0,Hacienda La Laborcilla,5.0
"Nos recomendaron este lugar para desayunar y la verdad una gran decepción. La comida se sirvió frío, el buffet muy pobre y de mala calidad. El servicio pésimo. ...",2.0,Las Brisas Hotel - Restaurant - Bar,4.5
"Nos recomendaron este lugar para desayunar y la verdad una gran decepción. La comida se sirvió frío, el buffet muy pobre y de mala calidad. El servicio pésimo. ...",2.0,Las Brisas Hotel - Restaurant - Bar,4.0
"En un lugar donde realmente no hay mucho que hacer, La Tertulia se esfuerza por ofrecer un ambiente relajado, con buena música y platillos sencillos y prácticos...",3.0,La Tertulia,3.5
"Si lo que buscas es un lugar relajado para disfrutar el mar, sin duda Playa Chacala lo es. Un hermoso mar de suave oleaje, palmeras y cielo transparente. Ideal ...",4.0,Playa Chacala,4.5
"Excelente servicio, la atención en recepción muy buena, el personal amable y la ubicación estratégica hacen de este hotel una opción perfecta. Precios accesible...",5.0,City Express Junior Cancún,3.5
"Una de las joyas del barroco, Santa Rosa de Viterbo es dueña de impresionantes retablos cubiertos de oro de hoja. El anexo es un plus que vale la pena visitar c...",5.0,Iglesia de Santa Rosa de Viterbo,4.5
"Víctima de los caprichos políticos, la Alameda Hidalgo ha sufrido remodelaciones innecesarias que hacen muy difícil el acceso. El lugar per se es muy lindo, per...",3.0,Alameda Hidalgo,4.5
"Siendo como es, un All Inclusive para adultos, esperas música en el Lobby, un ambiente festivo... Pero no, parece ser el lobby de un centro comercial sin person...",2.0,Golden Parnassus All Inclusive Resort & Spa Cancun,4.0
"Pedimos consomé de camarón y plato fuerte. Mi pescado tardo más de media hora una vez que ya habíamos terminado el primer tiempo. Cuando finalmente llego, la sa...",1.0,El Timón de Cancun,4.5
"Un lugar para salir de un apuro si no alcanzas a cocinar. Platillos típicos, porciones de buen tamaño.",4.0,La Casa de los Abuelos,3.5
Hay que ir con muy buena disposición porque el servicio puede no ser tan bueno. El lugar es agradable y está muy limpio. Los tacos bastante decentes.,4.0,Tacos Rigo,4.5
