desconocido,40.4,No obtenido,
"Sin ser una maravilla el lugar, es un lugar limpio, buena presentación y la atención es muy buena, los meseros conocen a la perfección la carta y dan buenas sug...",4.0,Mi Bistro 300,4.5
"Una carta diferente, un agradable lugar en San Miguel de Allende y la comida y postres, para repetir. Muy agradable lugar, y muy recomendable.",4.0,La Parada,4.5
"Debo entender que la cantidad de personas que habíamos en viernes santo atrasaba un poco la atención, sin embargo tuve que hacer la observación de wi ya habían ...",4.0,Don Camaron Restobar,4.0
"la habitación que me toco, la 717, acusaba mal mantenimiento, polvo debajo de las camas y en el piso del closet, y basura que desde el momento de mi llegada vi ...",3.0,Fiesta Inn Naucalpan,4.0
"Pase a conocerlo, y solo con eso recibí una agradable sorpresa, un lugar para relajarse no importando en la calle que se ubica, que es muy transitada la mayor p...",4.0,Casa No Name Small Luxury Hotel,4.0
"Decidí sentarme en la barra, la atención del mesero fue mala, y de lo que le sigue, solicite la carta de los alimentos, me la llevaron, paso media hora y jamás ...",2.0,QUINCE,4.0
"un pequeño, pero agradable lugar, carta de comida muy rica, la atención de los meseros, sobre paso mis expectativas, nunca dejaron de estar atentos a la mesa, l...",4.0,Hidalgo 50,4.5
"un espacio que supera lo imaginado, un espacio para caminar entre la vegetación, quiza de pronto algo complicado la ruta a seguir, pero de ahi en delante, basta...",4.0,El Charco del Ingenio,4.5
"se come bien, precio accecible, muchos comensales, se debe tener un poco de paciencia al esperar mesa. Si lo recomiendo.",4.0,Pueblo Viejo,4.0
"Desde la persona que nos recibió el sábado, fue descortés, creo no le pareció se pagaran las habitaciones con puntos que ING otorga, nosotros mismos fuimos por ...",2.0,Holiday Inn Monterrey Valle,3.5
"Un espacio dentro del parque fundidora, medio complicado el ingreso si no se sabe por donde acceder, que es por el museo del acero, tiene buena vista.",3.0,El Lingote Restaurante,4.0
"Como no lo compre con todo incluido, si bien es el trabajo de los mesero, son selectivos con personas que no tienen all inclusive, poca o nula atención, hasta p...",4.0,Paradise Village Beach Resort & Spa,4.0
"no vale la pena perder el tiempo en ese lugar, pocas maquinas, pequeño lugar, opte por cenar ahi, la atención si fue buena departe de la chica, pero como casino...",2.0,Grand Odyssey Casino,3.5
"Una desagradable experiencia la que tuve en este hotel, al llegar me fue asignada la habitación 2008, llegue a la misma y las dos llaves que me habían entregado...",3.0,Fiesta Americana Guadalajara,4.0
"rica comida, atención rápida y un solo platillo es suficiente para dos personas, precios bien, es recomendable.",4.0,The Cheesecake Factory,4.0
"Es un cómodo hotel, muy bien ubicado y cercano al centro de la ciudad, y a pesar que la ocupación era considerable hubo lugar en el estacionamiento del mismo si...",4.0,City Express Queretaro,3.5
"Ubicado cerca del aeropuerto del Bajío es sin duda una excelente opción para cuando se tiene un vuelo por la mañana, muy cerca del parque Bicentenario, muy cerc...",3.0,City Express Silao Aeropuerto,3.5
"Este hotel viejo y con mantenimiento superficial y con olor a humedad en la habitación. No esta adaptado para los viajeros de la actualidad, porque solo cuenta ...",1.0,Hotel La Abadia Plaza,3.0
"las vistas que se tienen desde las áreas destinadas a ello, muestran la grandeza y la estructura del mismo, se pueden tomar muy buenas imágenes desde ahí, solo ...",4.0,Puente Golden Gate,4.5
