"Gratamente sorprendida de los espacios, iluminado, la decoración y el uso de la tecnología para confort y seguridad de la estancia. La terraza está increíble. E...",5.0,Casa Makawe,5.0
"Deliciosa cerveza!! La comida es exquisita, gran descubrimiento uuufff. Debes ir!!! La pizza patrona y la ensalada gringa loca wooow.",5.0,Los Muertos Brewing,4.0
"Buena opción para salir en pareja o con amigos. La terraza está padrisima, le falta música en vivo. Buena selección de cerveza.",4.0,La Oruga y La Cebada,4.0
"Es una cantina básica, la atención es deficiente, le hace falta iluminación y mejor audio. Excelente pianista. Espacios desperdiciados. El lugar se ve descuidad...",3.0,Cantina La Fuente,4.5
"Un edificio precioso, gran lugar por visitar, lo recomiendo en paseo por el centro. Tiene una fuente espectacular.",5.0,Templo Expiatorio,5.0
"Un edificio precioso, gran lugar por visitar, lo recomiendo en paseo por el centro. Tiene una fuente espectacular.",5.0,Templo Expiatorio,5.0
desconocido,5.0,Templo Expiatorio,5.0
desconocido,5.0,Templo Expiatorio,5.0
"Es un sitio para pasar un buen rato en familia, esta bien ubicado, cuidado y siempre encuentras estacionamiento. Juegos para Niños pequeños. Lo recomiendo.",5.0,Parque Tangamanga,4.5
"Excelente sabor, ubicación, servicio, gran lugar de rock y hamburguesas. Solo le faltan las chelas!!! Exito",5.0,The Killer Burger,4.5
"Gran carta de alimentos y bebidas, excelente servicio. La terraza es increíble. Buena música y excelente ambiente. Súper recomendable.",5.0,La Choperia Caja Del Agua,5.0
"La comida es muy buena, la carta de bebidas es buena. El servicio es muy bueno, el ambiente y decoración son excelentes, la ubicación es buenísima y cuenta con ...",4.0,Cielo Tinto,4.5
"Se encuentra bien ubicado, limpio, café gratis y dos maquinas expendedoras con artículos de aseo y comida. El servicio es ágil y amable. El cuarto es agradable,...",5.0,Hotel HI Queretaro,4.0
"Se tardan mucho en atenderte y la actitud no es la mejor, el lugar es lindo y bien ubicado. El café de olla es una carga terrible de azúcar. La Comida me pareci...",3.0,La Mestiza,4.5
"Me gustan las marcas de ropa, zapatos y accesorios que tiene, me parece pequeña y poco variada el área de comida. Los locales no soy muy grandes pero son variad...",4.0,Antea Lifestyle Center,4.5
"Muy buenos detalles, amplias y limpias habitaciones, bellamente decoradas, buen servicio. Rápido check in. Buen estacionamiento. La cama es algo rígida, buenas ...",5.0,Gran Hotel Hacienda De La Noria,4.0
Muy buen lugar para pasarla con amigos o familia. Muy buena carta y gran servicio. Lo recomiendo y volveré,5.0,Catalina Cocina de Cantina,3.5
"Me encanta y ahora soy adicta al Poke, es delicioso, recomiendo el arroz integral de base. Excelente atención!!",5.0,Kapuni Poke Shop,5.0
"Me gusto, es un sitio con tiendas de varias marcas y variedad. Atracciones para todas las edades. Tiene cine. Sitios para comer diferentes tipos de comidas. Agr...",4.0,La Isla Puerto Vallarta,3.5
"Excelente concepto de alimentos saludables y orgánicos, los jugos me parecieron muy caros. Buena ubicación y muy buen servicio.",4.0,Biotica,4.0
"Preciosa decoración, gran concepto, espacios bien aprovechados. Cocina algo lenta pero de exquisito sabor, buena música. Excelente carta de alimentos y bebidas....",5.0,500 Noches San Luis,3.5
"Me consintieron preparando un platillo fuera de la carta a base de filete de res, champiñones y camarones eso, para mi es invaluable. Gracias al chef Lázaro por...",5.0,Argentino Steak House,4.5
